filepath,duration,speaker_id,transcription
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0033h0.wav,3.1555102040816325,ks003,push
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0034g0.wav,6.095147392290249,ks003,unplug the toaster
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0035j0.wav,5.139455782312925,ks003,will you sing this song
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0037h0.wav,2.615691609977324,ks003,submit
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0038g0.wav,2.614784580498866,ks003,wagging
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks003320.wav,2.6152834467120183,ks003,offshore
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks003500.wav,6.595419501133787,ks003,the flood took a car down the street
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0036w0.wav,1.8950113378684807,ks003,singer
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks003760.wav,3.1578231292517005,ks003,spoons
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0034i0.wav,5.138503401360544,ks003,bill has purple glasses
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0038q0.wav,1.5871655328798189,ks003,woolen
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0037r0.wav,2.0884807256235827,ks003,thanks
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks003810.wav,2.0873922902494333,ks003,toyota
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0034e0.wav,6.095147392290249,ks003,jason likes playing with garfield
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0033n0.wav,2.08875283446712,ks003,royal
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0037m0.wav,2.08875283446712,ks003,swoop
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0038l0.wav,2.0884807256235827,ks003,white
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0034h0.wav,5.13891156462585,ks003,is that girl chewing gum
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0033i0.wav,2.61469387755102,ks003,ragtime
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks003440.wav,6.592789115646259,ks003,that pink marble cost me a dollar
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks003710.wav,2.088390022675737,ks003,smoothly
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0036r0.wav,5.141043083900227,ks003,sheepdog
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0034d0.wav,6.095328798185941,ks003,chasing sally can be dangerous
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0034l0.wav,7.123265306122449,ks003,silver robot toys are the best
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0033s0.wav,4.092063492063492,ks003,scrapbook
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0034b0.wav,7.123854875283446,ks003,every month i eat some chocolate
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0033c0.wav,3.591156462585034,ks003,picture
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0037w0.wav,1.7282539682539682,ks003,thrower
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks003860.wav,2.0880725623582768,ks003,two
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks003770.wav,2.61718820861678,ks003,springhill
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0034j0.wav,6.095147392290249,ks003,fred didn't try the carrot juice
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks003370.wav,3.0690702947845807,ks003,page
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0034f0.wav,5.5941950113378685,ks003,people like to sing in cairo
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0038b0.wav,2.6154648526077096,ks003,updated
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks003/ks0037c0.wav,2.6163265306122447,ks003,stepfather
/srv/scratch/chacmod/OGI/speech/scripted/00/2/ks008/ks0084r0.wav,7.122312925170068,ks008,you can save water in your bathtub
/srv/scratch/chacmod/OGI/speech/scripted/00/2/ks008/ks0080v0.wav,4.091337868480726,ks008,cross
/srv/scratch/chacmod/OGI/speech/scripted/00/2/ks008/ks008150.wav,3.5903854875283447,ks008,eight
/srv/scratch/chacmod/OGI/speech/scripted/00/2/ks008/ks008060.wav,3.5905668934240365,ks008,average
/srv/scratch/chacmod/OGI/speech/scripted/00/2/ks008/ks0081u0.wav,3.165532879818594,ks008,imagery
/srv/scratch/chacmod/OGI/speech/scripted/00/2/ks008/ks008240.wav,3.5908390022675736,ks008,loyal
/srv/scratch/chacmod/OGI/speech/scripted/00/2/ks008/ks0084n0.wav,5.593832199546485,ks008,the briefcase is open now
/srv/scratch/chacmod/OGI/speech/scripted/00/2/ks008/ks0081a0.wav,2.0885714285714285,ks008,explosion
/srv/scratch/chacmod/OGI/speech/scripted/00/2/ks008/ks0080b0.wav,3.1550113378684808,ks008,beyond
/srv/scratch/chacmod/OGI/speech/scripted/00/2/ks008/ks0084t0.wav,6.591700680272109,ks008,turn the volume on the radio down
